Name（当前作者）,Value（该作者引用过的作者及引用次数）
David Reutter,"{'Christopher SchommerPries': 1, 'Steve Awodey': 1, 'John Baez': 1, 'Jacob Lurie': 1, 'Christoph Dorn': 1, 'Martin Hofmann': 1, 'Christopher Douglas': 1, 'David Reutter': 1, 'Jose Meseguer': 1, 'James Dolan': 1, 'Gavin Wraith': 1, 'Zhengwei Liu': 1, 'Roberto Bruni': 1, 'Saunders MacLane': 1, 'Yves Guiraud': 1}"
Jamie Vicary,"{'Christopher SchommerPries': 1, 'Steve Awodey': 1, 'John Baez': 1, 'Jacob Lurie': 1, 'Christoph Dorn': 1, 'Martin Hofmann': 1, 'Christopher Douglas': 1, 'David Reutter': 1, 'Jose Meseguer': 1, 'James Dolan': 1, 'Gavin Wraith': 1, 'Zhengwei Liu': 1, 'Roberto Bruni': 1, 'Saunders MacLane': 1, 'Yves Guiraud': 1}"
EL JECKER,{'Schloss DagstuhlLeibniz': 1}
KAROLIINA LEHTINEN,{'Schloss DagstuhlLeibniz': 1}
Anna Glazkova,{'Las Palmas': 1}
Yury Egorov,{'Las Palmas': 1}
Stefan Gerl,{'Al Arif': 1}
Hailong He,{'Al Arif': 1}
Ivan Ezhov,{'Al Arif': 1}
FATHIYEH FAGHIH,"{'Murat Demirbas': 1, 'Fathiyeh Faghih': 1, 'Mikhail Nesterenko': 1, 'San Mateo': 1}"
BORZOO BONAKDARPOUR,"{'Murat Demirbas': 1, 'Fathiyeh Faghih': 1, 'Mikhail Nesterenko': 1, 'San Mateo': 1}"
EBASTIEN TIXEUIL,"{'Murat Demirbas': 1, 'Fathiyeh Faghih': 1, 'Mikhail Nesterenko': 1, 'San Mateo': 1}"
EMMANUEL HAINRY,"{'ST ST': 1, 'By Proposition': 1, 'Proof Both': 1, 'JSTK MPT': 1, 'By Lemma': 1}"
AUTOMATIC FUNCTIONS,"{'Qinglong Luo': 1, 'Ming Li': 1, 'Michael Stob': 1, 'Sanjay Jain': 1, 'Thomas Zeugmann': 1, 'John Case': 1, 'Daniel Osherson': 1, 'Rajeev Motwani': 1, 'Achim Blumensath': 1}"
CARSTEN LUTZ,"{'For Point': 1, 'Problems Studied': 1, 'Counting Equivalence': 1, 'Qx GFULL': 1, 'Aequivalence Here': 1, 'Main Results': 1}"
QianPing Gua,"{'NV Bozdog': 1, 'MX Makkes': 1, 'In PhaseII': 1, 'DO Santos': 1, 'Let Sz': 1, 'Cinzia Cirillo': 1, 'HA Rakha': 1}"
Guochuan Zhangb,"{'NV Bozdog': 1, 'MX Makkes': 1, 'In PhaseII': 1, 'DO Santos': 1, 'Let Sz': 1, 'Cinzia Cirillo': 1, 'HA Rakha': 1}"
Kazuhisa Fujita,{'If Cii': 1}
Czech Technical,"{'Daniel Rei': 1, 'Tobias Nipkow': 1}"
ROSEMARY MONAHAN,"{'Since EVT': 1, 'In EventB': 1, 'Enhanced Refinement': 1, 'Bernd Mahr': 1, 'Future Work': 1, 'Shared Variable': 1, 'Morgan Kaufmann': 1}"
Thomas Ehrhard,"{'JY Girard': 1, 'By Conditions': 1, 'PA Mellies': 1}"
Farzad Jafarrahmani,"{'JY Girard': 1, 'By Conditions': 1, 'PA Mellies': 1}"
NATHAN LHOTE,"{'Schloss Dagstuhl': 1, 'Ismael Jecker': 1}"
DUN MA,"{'La Jolla': 1, 'Georges Hansel': 1}"
REED OEI,"{'La Jolla': 1, 'Georges Hansel': 1}"
LUKE SCHAEFFER,"{'La Jolla': 1, 'Georges Hansel': 1}"
CHRIS SCHULZ,"{'La Jolla': 1, 'Georges Hansel': 1}"
SECO Mind,"{'Causalitybased Semantics': 1, 'Basic Definitions': 1, 'By Definition': 1, 'Partial Folding': 1, 'Causal Nets': 1, 'Causalnet Bisimilarity': 1}"
Maria Vakalopoulou,"{'Francesco Giganti': 1, 'Christodoulidis Stergios': 1, 'Eli Gibson': 1, 'Guha Balakrishnan': 1, 'Uwe Kruger': 1, 'Grant Haskins': 1, 'Adrian Dalca': 1, 'Aristeidis Sotiras': 1, 'Herve Delingette': 1, 'Ozgun Cicek': 1, 'Sahasrabudhe Mihir': 1, 'Boah Kim': 1, 'Jieun Kim': 1, 'Yi Guo': 1, 'Ahmed Abdulkadir': 1, 'Michela Antonelli': 1, 'Mark Jenkinson': 1, 'Nick Tustison': 1, 'Christos Davatzikos': 1, 'Yipeng Hu': 1, 'Marvin Lerousseau': 1, 'Nicholas Heller': 1, 'Julian Krebs': 1, 'Amal Farag': 1, 'Xiangyi Wu': 1}"
Enzo Battistella,"{'Francesco Giganti': 1, 'Christodoulidis Stergios': 1, 'Eli Gibson': 1, 'Guha Balakrishnan': 1, 'Uwe Kruger': 1, 'Grant Haskins': 1, 'Adrian Dalca': 1, 'Aristeidis Sotiras': 1, 'Herve Delingette': 1, 'Ozgun Cicek': 1, 'Sahasrabudhe Mihir': 1, 'Boah Kim': 1, 'Jieun Kim': 1, 'Yi Guo': 1, 'Ahmed Abdulkadir': 1, 'Michela Antonelli': 1, 'Mark Jenkinson': 1, 'Nick Tustison': 1, 'Christos Davatzikos': 1, 'Yipeng Hu': 1, 'Marvin Lerousseau': 1, 'Nicholas Heller': 1, 'Julian Krebs': 1, 'Amal Farag': 1, 'Xiangyi Wu': 1}"
Alexandre Carr,"{'Francesco Giganti': 1, 'Christodoulidis Stergios': 1, 'Eli Gibson': 1, 'Guha Balakrishnan': 1, 'Uwe Kruger': 1, 'Grant Haskins': 1, 'Adrian Dalca': 1, 'Aristeidis Sotiras': 1, 'Herve Delingette': 1, 'Ozgun Cicek': 1, 'Sahasrabudhe Mihir': 1, 'Boah Kim': 1, 'Jieun Kim': 1, 'Yi Guo': 1, 'Ahmed Abdulkadir': 1, 'Michela Antonelli': 1, 'Mark Jenkinson': 1, 'Nick Tustison': 1, 'Christos Davatzikos': 1, 'Yipeng Hu': 1, 'Marvin Lerousseau': 1, 'Nicholas Heller': 1, 'Julian Krebs': 1, 'Amal Farag': 1, 'Xiangyi Wu': 1}"
NICOLA GALESI,{'Schloss Dagstuhl': 1}
ARNAUD DURAND,"{'Martin Grohe': 1, 'Main Results': 1}"
NICOLE SCHWEIKARDT,"{'Martin Grohe': 1, 'Main Results': 1}"
MATHIEU HUOT,{'Olivier Breuleux': 1}
SAM STATON,{'Olivier Breuleux': 1}
AND MATTHIJS,{'Olivier Breuleux': 1}
Natasha Fernandes,{'Ulfar Erlingsson': 1}
Yusuke Kawamoto,{'Ulfar Erlingsson': 1}
Takao Murakami,{'Ulfar Erlingsson': 1}
JONATHAN LENCHNER,"{'Schloss Dagstuhl': 1, 'De Gruyter': 1, 'See Figure': 1}"
DANIEL GRATZER,"{'Contexts First': 1, 'Ranald Clouston': 1, 'Related Work': 1, 'Guarded Recursion': 1, 'Algebraic Syntax': 1, 'Internal Adjoints': 1, 'Schloss DagstuhlLeibniz': 1}"
ANDREAS NUYTS,"{'Contexts First': 1, 'Ranald Clouston': 1, 'Related Work': 1, 'Guarded Recursion': 1, 'Algebraic Syntax': 1, 'Internal Adjoints': 1, 'Schloss DagstuhlLeibniz': 1}"
KU Leuven,"{'David Sabel': 1, 'SizeBound Termination': 1, 'Marco Patrignani': 1, 'Related Work': 1, 'Contextual Equivalence': 1}"
Positive NBPs,"{'Positive NBPs': 1, 'Inf Comput': 1, 'Schloss DagstuhlLeibniz': 1, 'By Corollary': 1}"
Murilo Santos,"{'WC Tan': 1, 'In Section': 1, 'Let Ii': 1, 'Oblivious Algorithms': 1, 'HG Beyer': 1}"
ANDREAS LOCHBIHLER,{'Schloss Dagstuhl': 1}
JOSHUA SCHNEIDER,{'Schloss Dagstuhl': 1}
Paolo Perrone,"{'Stephanie Lachs': 1, 'In BorelStoch': 1, 'Paolo Perrone': 1, 'Emily Riehl': 1, 'David Blackwell': 1, 'Dion Coumans': 1, 'Martin Hyland': 1, 'Malte Gerhold': 1, 'Francesco Buscemi': 1, 'Sean Moss': 1, 'John Power': 1, 'Aurelio Carboni': 1, 'Tobias Fritz': 1}"
Eigil Fjeldgren,"{'Stephanie Lachs': 1, 'In BorelStoch': 1, 'Paolo Perrone': 1, 'Emily Riehl': 1, 'David Blackwell': 1, 'Dion Coumans': 1, 'Martin Hyland': 1, 'Malte Gerhold': 1, 'Francesco Buscemi': 1, 'Sean Moss': 1, 'John Power': 1, 'Aurelio Carboni': 1, 'Tobias Fritz': 1}"
Mohammadreza Iman,"{'Naive Bayes': 1, 'Abou Omar': 1}"
Amy Giuntini,"{'Naive Bayes': 1, 'Abou Omar': 1}"
Xihui Chen,"{'Silvio Lattanzi': 1, 'Michael Kaminsky': 1, 'Jordi CasasRoma': 1, 'Yanghua Xiao': 1, 'Haifeng Yu': 1, 'Nitish Korula': 1, 'Arvind Narayanan': 1, 'Narimene Dakiche': 1, 'Kun Liu': 1, 'Tinghuai Ma': 1, 'Shouling Ji': 1, 'Yuliang Zhang': 1, 'Rolando TrujilloRasua': 1, 'Francois Rousseau': 1, 'Fragkiskos Papadopoulos': 1, 'Wentao Wu': 1, 'Xuesong Lu': 1, 'Pedram Pedarsani': 1, 'Elaine Shi': 1, 'ChihHua Tai': 1, 'Long Xie': 1, 'Lan Zhang': 1, 'Feng Li': 1, 'Yi Song': 1, 'Linyuan Lu': 1, 'PengJui Tseng': 1, 'Shirin Nilizadeh': 1, 'Xuan Ding': 1, 'Sjouke Mauw': 1, 'Wei Peng': 1, 'Julian Salas': 1, 'Lei Chen': 1, 'Lars Backstrom': 1, 'Jure Leskovec': 1, 'Lei Zou': 1, 'Reka Albert': 1, 'Apu Kapadia': 1, 'Yazhe Wang': 1, 'Bin Zhou': 1, 'Cynthia Dwork': 1, 'Weiqing Li': 1, 'Lyudmila Yartseva': 1, 'Sean Chester': 1}"
Sjouke Mauw,"{'Silvio Lattanzi': 1, 'Michael Kaminsky': 1, 'Jordi CasasRoma': 1, 'Yanghua Xiao': 1, 'Haifeng Yu': 1, 'Nitish Korula': 1, 'Arvind Narayanan': 1, 'Narimene Dakiche': 1, 'Kun Liu': 1, 'Tinghuai Ma': 1, 'Shouling Ji': 1, 'Yuliang Zhang': 1, 'Rolando TrujilloRasua': 1, 'Francois Rousseau': 1, 'Fragkiskos Papadopoulos': 1, 'Wentao Wu': 1, 'Xuesong Lu': 1, 'Pedram Pedarsani': 1, 'Elaine Shi': 1, 'ChihHua Tai': 1, 'Long Xie': 1, 'Lan Zhang': 1, 'Feng Li': 1, 'Yi Song': 1, 'Linyuan Lu': 1, 'PengJui Tseng': 1, 'Shirin Nilizadeh': 1, 'Xuan Ding': 1, 'Sjouke Mauw': 1, 'Wei Peng': 1, 'Julian Salas': 1, 'Lei Chen': 1, 'Lars Backstrom': 1, 'Jure Leskovec': 1, 'Lei Zou': 1, 'Reka Albert': 1, 'Apu Kapadia': 1, 'Yazhe Wang': 1, 'Bin Zhou': 1, 'Cynthia Dwork': 1, 'Weiqing Li': 1, 'Lyudmila Yartseva': 1, 'Sean Chester': 1}"
Yunior Ram,"{'Silvio Lattanzi': 1, 'Michael Kaminsky': 1, 'Jordi CasasRoma': 1, 'Yanghua Xiao': 1, 'Haifeng Yu': 1, 'Nitish Korula': 1, 'Arvind Narayanan': 1, 'Narimene Dakiche': 1, 'Kun Liu': 1, 'Tinghuai Ma': 1, 'Shouling Ji': 1, 'Yuliang Zhang': 1, 'Rolando TrujilloRasua': 1, 'Francois Rousseau': 1, 'Fragkiskos Papadopoulos': 1, 'Wentao Wu': 1, 'Xuesong Lu': 1, 'Pedram Pedarsani': 1, 'Elaine Shi': 1, 'ChihHua Tai': 1, 'Long Xie': 1, 'Lan Zhang': 1, 'Feng Li': 1, 'Yi Song': 1, 'Linyuan Lu': 1, 'PengJui Tseng': 1, 'Shirin Nilizadeh': 1, 'Xuan Ding': 1, 'Sjouke Mauw': 1, 'Wei Peng': 1, 'Julian Salas': 1, 'Lei Chen': 1, 'Lars Backstrom': 1, 'Jure Leskovec': 1, 'Lei Zou': 1, 'Reka Albert': 1, 'Apu Kapadia': 1, 'Yazhe Wang': 1, 'Bin Zhou': 1, 'Cynthia Dwork': 1, 'Weiqing Li': 1, 'Lyudmila Yartseva': 1, 'Sean Chester': 1}"
PIERRE MCKENZIE,"{'Birkh?user Boston': 1, 'Collapse Tesson': 1}"
Alberto Policriti,"{'JZ Pan': 1, 'EG Omodeo': 1, 'PH Hayes': 1, 'PF PatelSchneider': 1}"
Kathrin H?velmanns,"{'Tsunekazu Saito': 1, 'Keita Xagawa': 1, 'Harry Buhrman': 1, 'Andris Ambainis': 1, 'Christian Majenz': 1, 'Andreas Hülsing': 1, 'Claudio Orlandi': 1, 'Veronika Kuchta': 1, 'Jelle Don': 1, 'Quantum Information': 1, 'Mike Hamburg': 1, 'PierreAlain Fouque': 1, 'Sébastien Lord': 1, 'Haodong Jiang': 1, 'Mark Zhandry': 1, 'Robert Beals': 1, 'Eike Kiltz': 1, 'Amin Sakzad': 1, 'Vadim Lyubashevsky': 1, 'Serge Fehr': 1, 'Michel Abdalla': 1, 'Nina Bindel': 1, 'Qipeng Liu': 1, 'Adversary BHpk': 1, 'Games UFCMA': 1, 'Takashi Yamakawa': 1, 'Dan Boneh': 1, 'Eiichiro Fujisaki': 1, 'Gorjan Alagic': 1, 'Léo Ducas': 1, 'Zhenfeng Zhang': 1, 'Anne Broadbent': 1, 'Joost Rijneveld': 1, 'Erik Dahmen': 1, 'Andrea Coladangelo': 1, 'Kathrin H?velmanns': 1, 'MingShing Chen': 1}"
Andreas Hülsing,"{'Tsunekazu Saito': 1, 'Keita Xagawa': 1, 'Harry Buhrman': 1, 'Andris Ambainis': 1, 'Christian Majenz': 1, 'Andreas Hülsing': 1, 'Claudio Orlandi': 1, 'Veronika Kuchta': 1, 'Jelle Don': 1, 'Quantum Information': 1, 'Mike Hamburg': 1, 'PierreAlain Fouque': 1, 'Sébastien Lord': 1, 'Haodong Jiang': 1, 'Mark Zhandry': 1, 'Robert Beals': 1, 'Eike Kiltz': 1, 'Amin Sakzad': 1, 'Vadim Lyubashevsky': 1, 'Serge Fehr': 1, 'Michel Abdalla': 1, 'Nina Bindel': 1, 'Qipeng Liu': 1, 'Adversary BHpk': 1, 'Games UFCMA': 1, 'Takashi Yamakawa': 1, 'Dan Boneh': 1, 'Eiichiro Fujisaki': 1, 'Gorjan Alagic': 1, 'Léo Ducas': 1, 'Zhenfeng Zhang': 1, 'Anne Broadbent': 1, 'Joost Rijneveld': 1, 'Erik Dahmen': 1, 'Andrea Coladangelo': 1, 'Kathrin H?velmanns': 1, 'MingShing Chen': 1}"
Christian Majenz,"{'Tsunekazu Saito': 2, 'Keita Xagawa': 2, 'Harry Buhrman': 1, 'Andris Ambainis': 1, 'Christian Majenz': 1, 'Andreas Hülsing': 1, 'Claudio Orlandi': 1, 'Veronika Kuchta': 1, 'Jelle Don': 1, 'Quantum Information': 1, 'Mike Hamburg': 1, 'PierreAlain Fouque': 2, 'Sébastien Lord': 1, 'Haodong Jiang': 1, 'Mark Zhandry': 1, 'Robert Beals': 1, 'Eike Kiltz': 1, 'Amin Sakzad': 1, 'Vadim Lyubashevsky': 1, 'Serge Fehr': 1, 'Michel Abdalla': 2, 'Nina Bindel': 2, 'Qipeng Liu': 2, 'Adversary BHpk': 1, 'Games UFCMA': 1, 'Takashi Yamakawa': 1, 'Dan Boneh': 1, 'Eiichiro Fujisaki': 1, 'Gorjan Alagic': 1, 'Léo Ducas': 1, 'Zhenfeng Zhang': 1, 'Anne Broadbent': 1, 'Joost Rijneveld': 1, 'Erik Dahmen': 1, 'Andrea Coladangelo': 1, 'Kathrin H?velmanns': 1, 'MingShing Chen': 1, 'See Figure': 1, 'Thomas Johansson': 1, 'Dominique Unruh': 1, 'Phillip Rogaway': 1, 'David Derler': 1, 'Amos Fiat': 1, 'Ran Canetti': 1, 'Markulf Kohlweiss': 1, 'Erdem Alkim': 1, 'Eyal Kushilevitz': 1, 'Mihir Bellare': 1, 'Oded Goldreich': 1, 'Edward Eaton': 1, 'Melissa Chase': 1, 'Irene Giacomelli': 1, 'Thomas Peyrin': 1, 'Marc Fischlin': 1, 'Yuval Ishai': 1, 'Jesper Madsen': 1}"
Zahurul Haque,"{'Jesmin Akhter': 1, 'Maxim Buzdalov': 1, 'Wei Li': 1, 'Al KautsarPermana': 1, 'Mohammed Dighriri': 1, 'Viktor Arkhipov': 1, 'Jiyang Dong': 1}"
Rafiqul Islam,"{'Jesmin Akhter': 1, 'Maxim Buzdalov': 1, 'Wei Li': 1, 'Al KautsarPermana': 1, 'Mohammed Dighriri': 1, 'Viktor Arkhipov': 1, 'Jiyang Dong': 1}"
THIERRY COQUAND,{'Schloss Dagstuhl': 1}
SIMON HUBER,{'Schloss Dagstuhl': 1}
Understanding Equity,{'Chue Hong': 1}
Advanced Trends,"{'Debashis Nandi': 1, 'Gangadhar Tiwari': 1, 'Decryption Algorithm': 1, 'Johnson NF': 1, 'MG Kuhn': 1, 'NF Johnson': 1, 'Sana Haimour': 1, 'Extracting Algorithm': 1, 'MM Amin': 1, 'Encryption Algorithm': 1, 'Embedding Algorithm': 1, 'RJ Anderson': 1, 'FAP Peticolas': 1, 'FAP Petitcolas': 1}"
THOMAS COLCOMBET,"{'Hugo Gimbert': 1, 'Agnes Miermont': 1, 'Miheer Dewaskar': 1}"
Zixuan Hua,"{'Elliot English': 1, 'Caiyun Li': 1, 'Alexander Schiftner': 1, 'Ming Chen': 1, 'Junghyun Yu': 1, 'Yang Liu': 1, 'Chengcheng Tang': 1, 'Pengbo Bo': 1, 'RMC Bodduluri': 1, 'Kai Tang': 1, 'Wenni Zheng': 1, 'Helmut Pottmann': 1, 'HY Chen': 1, 'YongJin Liu': 1, 'Chen Ming': 1, 'Alicia Caton': 1, 'Rolf Oetter': 1, 'Tang Kai': 1, 'Josef Hoschek': 1, 'Gang Hu': 1, 'Justin Solomon': 1, 'Amaia Calleja': 1, 'Jacob Subag': 1, 'Etienne Vouga': 1, 'Yujian Zheng': 1, 'IK Lee': 1, 'ChihHsing Chu': 1}"
Pengbo Boa,"{ 'Caiyun Li': 1, 'Alexander Schiftner': 1, 'Ming Chen': 1, 'Junghyun Yu': 1, 'Yang Liu': 1, 'Chengcheng Tang': 1, 'Pengbo Bo': 1, 'RMC Bodduluri': 1, 'Kai Tang': 1, 'Wenni Zheng': 1, 'Helmut Pottmann': 1, 'HY Chen': 1, 'YongJin Liu': 1, 'Chen Ming': 1, 'Alicia Caton': 1, 'Rolf Oetter': 1, 'Tang Kai': 1, 'Josef Hoschek': 1, 'Gang Hu': 1, 'Justin Solomon': 1, 'Amaia Calleja': 1, 'Jacob Subag': 1, 'Etienne Vouga': 1, 'Yujian Zheng': 1, 'IK Lee': 1, 'ChihHsing Chu': 1}"
Palaiseau Cedex,"{ 'Caiyun Li': 1, 'Alexander Schiftner': 1, 'Ming Chen': 1, 'Junghyun Yu': 1, 'Yang Liu': 1, 'Chengcheng Tang': 1, 'Pengbo Bo': 1, 'RMC Bodduluri': 1, 'Kai Tang': 1, 'Wenni Zheng': 1, 'Helmut Pottmann': 1, 'HY Chen': 1, 'YongJin Liu': 1, 'Chen Ming': 1, 'Alicia Caton': 1, 'Rolf Oetter': 1, 'Tang Kai': 1, 'Josef Hoschek': 1, 'Gang Hu': 1, 'Justin Solomon': 1, 'Amaia Calleja': 1, 'Jacob Subag': 1, 'Etienne Vouga': 1, 'Yujian Zheng': 1, 'IK Lee': 1, 'ChihHsing Chu': 1}"
ROSS HORNE,"{'Seventh Edition': 1, 'International Workshop': 1}"
Arnab Chatterjee,"{'TC Liao': 1, 'IC Lin': 1, 'DH Chu': 1}"
Yash Pitroda,"{'TC Liao': 1, 'IC Lin': 1, 'DH Chu': 1}"
Univ Lyon,"{'Mihalis Yannakakis': 1, 'Yingkun Li': 1, 'Hong Cheng': 1, 'Hiroki Arimura': 1, 'Guillaume Cerutti': 1, 'SVN Vishwanathan': 1, 'HsienKuei Hwang': 1, 'Jiawei Han': 1, 'Michael Collins': 1, 'In Subsection': 1, 'Xifeng Yan': 1, 'JeanBaptiste Durand': 1, 'Kazuaki Yamazaki': 1, 'Christophe Godin': 1, 'Tatsuya Asai': 1, 'Kathrin Bringmann': 1, 'Toshiki Saitoh': 1, 'David Avis': 1}"
Adrian Flanagan,"{'Wei Shi': 1, 'Amir Jalalirad': 1, 'Qiang Yang': 1, 'Dennis Wilkinson': 1, 'Qinbin Li': 1, 'Leye Wang': 1, 'Anubha Sharma': 1, 'HsiangFu Yu': 1, 'Yang Liu': 1, 'ChaoKai Chiang': 1, 'Fei Chen': 1, 'Tianjian Chen': 1, 'Jakub Konecny': 1, 'Wilko Henecka': 1, 'Kerstin Bunte': 1, 'Di Chai': 1, 'CaiNicolas Ziegler': 1, 'Mehmet Gonen': 1, 'Hubert Eichner': 1, 'Richard Helm': 1, 'Stephen Hardy': 1, 'Erik Nijkamp': 1, 'Elisabeth Georgii': 1, 'Yifan Hu': 1, 'ChoJui Hsieh': 1, 'Badrul Sarwar': 1, 'Recommendation Performance': 1, 'Muhammad AmmadUdDin': 1, 'In Section': 1, 'Zhenhua Dong': 1, 'Yunhong Zhou': 1, 'Erich Gamma': 1, 'Eider Moore': 1, 'Koustabh Dolui': 1, 'Yehuda Koren': 1, 'Marco Scavuzzo': 1, 'Jonathan Strahl': 1, 'Yi Fang': 1, 'Rainer Gemulla': 1, 'Virginia Smith': 1, 'Brendan McMahan': 1, 'George Karypis': 1, 'Arto Klami': 1, 'Jaakko Peltonen': 1, 'Zeyi Wen': 1, 'Suleiman Khan': 1, 'Keith Bonawitz': 1, 'Hugo Larochelle': 1, 'Shudong Huang': 1, 'Elena Ivannikova': 1}"
Alexander Grigorievskiy,"{'Wei Shi': 1, 'Amir Jalalirad': 1, 'Qiang Yang': 1, 'Dennis Wilkinson': 1, 'Qinbin Li': 1, 'Leye Wang': 1, 'Anubha Sharma': 1, 'HsiangFu Yu': 1, 'Yang Liu': 1, 'ChaoKai Chiang': 1, 'Fei Chen': 1, 'Tianjian Chen': 1, 'Jakub Konecny': 1, 'Wilko Henecka': 1, 'Kerstin Bunte': 1, 'Di Chai': 1, 'CaiNicolas Ziegler': 1, 'Mehmet Gonen': 1, 'Hubert Eichner': 1, 'Richard Helm': 1, 'Stephen Hardy': 1, 'Erik Nijkamp': 1, 'Elisabeth Georgii': 1, 'Yifan Hu': 1, 'ChoJui Hsieh': 1, 'Badrul Sarwar': 1, 'Recommendation Performance': 1, 'Muhammad AmmadUdDin': 1, 'In Section': 1, 'Zhenhua Dong': 1, 'Yunhong Zhou': 1, 'Erich Gamma': 1, 'Eider Moore': 1, 'Koustabh Dolui': 1, 'Yehuda Koren': 1, 'Marco Scavuzzo': 1, 'Jonathan Strahl': 1, 'Yi Fang': 1, 'Rainer Gemulla': 1, 'Virginia Smith': 1, 'Brendan McMahan': 1, 'George Karypis': 1, 'Arto Klami': 1, 'Jaakko Peltonen': 1, 'Zeyi Wen': 1, 'Suleiman Khan': 1, 'Keith Bonawitz': 1, 'Hugo Larochelle': 1, 'Shudong Huang': 1, 'Elena Ivannikova': 1}"
GABRIEL NIVASCH,{'Kenneth McAloon': 1}
Paulius Dilkas,"{'Morgan Kaufmann': 1, 'De Raedt': 1}"
Vaishak Belle,"{'Morgan Kaufmann': 1, 'De Raedt': 1}"
Nazgol Hor,"{'FekriErshad SH': 1, 'Singh JS': 1}"
Shervan FekriErshad,"{'FekriErshad SH': 1, 'Singh JS': 1}"
Hanan Hindy,{'Calderon Godoy': 1}
David Brosset,{'Calderon Godoy': 1}
Ethan Bayne,{'Calderon Godoy': 1}
Michele Pagani,"{'By Lemma': 1, 'GD Callbyname': 1}"
Samuel Danso,"{'AD Flaxman': 1, 'HC Wu': 1, 'NB Amor': 1, 'JD Rennie': 1, 'RWP Luk': 1, 'HT Loh': 1}"
Eric Atwell,"{'AD Flaxman': 1, 'HC Wu': 1, 'NB Amor': 1, 'JD Rennie': 1, 'RWP Luk': 1, 'HT Loh': 1}"
Owen Johnson,"{'AD Flaxman': 1, 'HC Wu': 1, 'NB Amor': 1, 'JD Rennie': 1, 'RWP Luk': 1, 'HT Loh': 1}"
Integrated Clustering,"{'Seiichi Uchida': 1, 'Piotr Kokoszka': 1, 'Arne Grumpe': 1, 'Marius Kloft': 1, 'Christopher Kruegel': 1, 'Arindam Banerjee': 1, 'Pedro GarciaTeodoro': 1, 'PierreAlain Fouque': 1, 'Joao Gama': 1, 'Zengyou He': 1, 'Eleazar Eskin': 1, 'Alexander Lavin': 1, 'Sreelekha Guggilam': 1, 'Husam AlBehadili': 1, 'Nico Gornitz': 1, 'Jialiang Jiang': 1, 'Zhouyu Fu': 1, 'Markus Goldstein': 1, 'Varun Chandola': 1, 'Xiaofei Xu': 1, 'Mennatallah Amer': 1, 'Joshua French': 1, 'Lei Clifton': 1, 'Jessica Castner': 1, 'Weiming Hu': 1, 'Jesus DiazVerdejo': 1, 'Nan Jiang': 1}"
Bernhard Gleiss,{'In CAV': 1}
Lena Schnedlitz,{'In CAV': 1}
Philips Healthcare,{'Philips Healthcare': 1}
Czech Republic,"{ 'Steve Kroon': 1, 'Honglak Lee': 1, 'Deepak Pathak': 1, 'Kihyuk Sohn': 1, 'Soumith Chintala': 1, 'Martin Arjovsky': 1}"
General Schema,"{'Technical Report': 1, 'Related Work': 1}"
Logistic Regression,"{'Steven Bird': 1, 'Shivani Goel': 1, 'Suresh Kumar': 1, 'Introduced Fuzzy': 1, 'ChengXiang Zhai': 1}"
CRISTIAN ENE,"{'USENIX Association': 1, 'Al Fardan': 1, 'Related Work': 1}"
LAURENT MOUNIER,"{'USENIX Association': 1, 'Al Fardan': 1, 'Related Work': 1}"
Global Synchronization,"{'USENIX Association': 1, 'Schloss Dagstuhl': 1, 'KS Symmetry': 1}"
ROBERT FURBER,"{'Initial Algebra': 1, 'Markov Processes': 1, 'Transition Semantics': 1, 'Riesz Spaces': 1, 'Final Coalgebra': 1, 'Vineet Gupta': 1, 'Vojtech Forejt': 1}"
AGNISHOM CHATTOPADHYAY,"{'Nikhil Balaji': 1, 'Loris DAntoni': 1, 'Sylvain Lombardy': 1}"
FILIP MAZOWIECKI,"{'Nikhil Balaji': 1, 'Loris DAntoni': 1, 'Sylvain Lombardy': 1}"
Le Gall,"{'Harry Buhrman': 1, 'Danny Dolev': 1, 'Keren CensorHillel': 1, 'Quantum Information': 1, 'Harumichi Nishimura': 1, 'Miklos Santha': 1, 'Andrew Drucker': 1, 'Silvio Frischknecht': 1, 'Juho Hirvonen': 1, 'Taisuke Izumi': 1, 'Seth Pettie': 1, 'Michael Elkin': 1, 'Christoph Lenzen': 1, 'Troy Lee': 1, 'Fabian Kuhn': 1, 'Amir Abboud': 1, 'Hartmut Klauck': 1, 'Adrian Kosowski': 1, 'Frederic Magniez': 1, 'Peter Robinson': 1, 'Gopal Pandurangan': 1, 'Shir Peled': 1, 'Joel Rybicki': 1, 'YiJun Chang': 1, 'Petteri Kaski': 1, 'Cyril Gavoille': 1, 'Stephan Holzer': 1, 'Richard Cleve': 1}"
HERMAN GEUVERS,{'Bharat Garhewal': 1}
